Pos,Game,Year,Genre,Publisher,North America,Europe,Japan,Rest of World,Global
500.0,Ro-Kyu-Bu! Secret Photo Op,2014,Misc,Kadokawa Games,0.0,0.0,0.01,0.0,0.01
501.0,Marginal 4: Road to Galaxy,2017,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01
502.0,Nyaruko-San: Nafushigatai Game no You na Mono,2013,Misc,5pb,0.0,0.0,0.01,0.0,0.01
503.0,MotoGP 14 ,2014,Misc,Milestone S.r.l.,0.0,0.01,0.0,0.0,0.01
504.0,Nora to Koujo to Noraneko Heart,2017,Adventure,Harukaze,0.0,0.0,0.01,0.0,0.01
505.0,Amnesia Later,2014,Misc,Idea Factory,0.0,0.0,0.01,0.0,0.01
506.0,Dokuro,2012,Misc,GungHo,0.0,0.0,0.01,0.0,0.01
507.0,Starry Sky: Spring Stories,2016,Adventure,honeybee,0.0,0.0,0.01,0.0,0.01
508.0,"Kono Oozora ni, Tsubasa o Hirogete: Cruise Sign",2016,Adventure,5pb,0.0,0.0,0.01,0.0,0.01
509.0,Occultic;Nine,2017,Adventure,5pb,0.0,0.0,0.01,0.0,0.01
510.0,Chaos;Child: Love Chu Chu!!,2017,Visual Novel,5pb,0.0,0.0,0.01,0.0,0.01
511.0,Dramatical Murder Re:code,2014,Misc,Nitroplus,0.0,0.0,0.01,0.0,0.01
512.0,Hanasaku Manimani,2014,Adventure,5pb,0.0,0.0,0.01,0.0,0.01
513.0,Sakura-Sou no Pet na Kanojo,2013,Misc,Kadokawa Games,0.0,0.0,0.01,0.0,0.01
514.0,The Lost Child,2017,Action,Kadokawa Games,0.0,0.0,0.01,0.0,0.01
515.0,Farming Simulator 2014,2014,Simulation,Focus Home Interactive,0.01,0.0,0.0,0.0,0.01
516.0,Space Hulk,2015,Strategy,Funbox Media,0.0,0.01,0.0,0.0,0.01
517.0,Golden Time: Vivid Memories,2014,Misc,ASCII Media Works,0.0,0.0,0.01,0.0,0.01
518.0,Getsuei Gakuen: kou,2013,Misc,Arc System Works,0.0,0.0,0.01,0.0,0.01
519.0,Flowers,2014,Adventure,Prototype,0.0,0.0,0.01,0.0,0.01
520.0,Tokyo Xanadu: Sakura Festival Package,2016,Role-Playing,Nihon Falcom Corporation,0.0,0.0,0.01,0.0,0.01
521.0,"Shinobi, Koi Utsutsu: Kanmitsu Hana Emaki",2017,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01
522.0,Ken ga Kimi: Momoyo Tsuzuri,2016,Adventure,Rejet,0.0,0.0,0.01,0.0,0.01
523.0,Aiyoku no Eustia,2014,Misc,Dramatic Create,0.0,0.0,0.01,0.0,0.01
524.0,Atelier Liddy and Soeur: Alchemists of the Mysterious Painting,2017,Role-Playing,Tecmo Koei,0.0,0.0,0.01,0.0,0.01
525.0,"Shinobi, Koi Utsutsu: Setsugetsuka Koi Emaki",2015,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01
526.0,Touhou Genso Wanderer Tod: Reloaded,2016,Role-Playing,Mediascape,0.0,0.0,0.01,0.0,0.01
527.0,"Tsumigui: Sen no Noroi, Sen no Inori for V",2017,Adventure,Dramatic Create,0.0,0.0,0.01,0.0,0.01
528.0,Wagamama High Spec,2017,Adventure,iMel,0.0,0.0,0.01,0.0,0.01
529.0,Love of Renai Koutei of Love!,2017,Adventure,Entergram,0.0,0.0,0.01,0.0,0.01
530.0,DJ Max Technika Tune,2012,Misc,CyberFront,0.0,0.0,0.01,0.0,0.01
531.0,Taishou Mebiusline: Teito Bibouroku Hare,2017,Adventure,Dramatic Create,0.0,0.0,0.01,0.0,0.01
532.0,Deception IV: The Nightmare Princess,2015,Action,Tecmo Koei,0.0,0.01,0.0,0.0,0.01
533.0,Utsusemi no Mawari,2017,Adventure,Matatabi,0.0,0.0,0.01,0.0,0.01
534.0,Hatsuyuki Sakura,2017,Adventure,Entergram,0.0,0.0,0.01,0.0,0.01
535.0,Hakuoki: Reimeiroku - Omouhase Kara,2015,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01
536.0,Yunohana Spring!,2015,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01
537.0,Ayakashi Gohan: Oomori!,2015,Action,honeybee,0.0,0.0,0.01,0.0,0.01
538.0,Possession Magenta,2015,Action,Unknown,0.0,0.0,0.01,0.0,0.01
539.0,Farming Simulator 18,2017,Simulation,FuRyu Corporation,0.0,0.01,0.0,0.0,0.01
540.0,Kajiri Kamui Kagura: Akebono no Hikari,2013,Misc,Views,0.0,0.0,0.01,0.0,0.01
541.0,Side Kicks!,2017,Adventure,Nippon Ichi Software,0.0,0.0,0.01,0.0,0.01
542.0,RepKiss,2017,Adventure,Entergram,0.0,0.0,0.01,0.0,0.01
543.0,Monster Radar,2011,Action,Sony Computer Entertainment,0.0,0.0,0.01,0.0,0.01
544.0,Sumioni,N/A,Action,,0.0,0.0,0.01,0.0,0.01
545.0,Fata Morgana no Kan: Collected Edition,2017,Adventure,Dramatic Create,0.0,0.0,0.01,0.0,0.01
546.0,Zettai Geigeki Wars,2015,Action,Acquire,0.0,0.0,0.01,0.0,0.01
547.0,Soukai Buccaneers,2014,Adventure,Unknown,0.0,0.0,0.01,0.0,0.01
548.0,Captain Earth: Mind Labyrinth,2015,Adventure,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01
549.0,VA-11 HALL-A,2017,Visual Novel,Playism,0.0,0.0,0.01,0.0,0.01
550.0,Karumaruka Circle,2017,Adventure,Entergram,0.0,0.0,0.01,0.0,0.01
551.0,Teikoku Kaleido: Kakumei no Rondo,2017,Adventure,Dramatic Create,0.0,0.0,0.01,0.0,0.01
552.0,Clannad,2014,Misc,Prototype,0.0,0.0,0.01,0.0,0.01
553.0,KLAP!! Kind Love And Punish,2015,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01
554.0,Little King's Story,2012,Misc,Konami Digital Entertainment,0.0,0.01,0.0,0.0,0.01
555.0,Rewrite: Harvest Festa!,2017,Adventure,Prototype,0.0,0.0,0.01,0.0,0.01
556.0,Genji Koi Emaki,2015,Action,Quinrose,0.0,0.0,0.01,0.0,0.01
557.0,Teikoku Kaigun Renbojou: Meiji Yokosuka Koushinkyoku,2015,Action,D3Publisher,0.0,0.0,0.01,0.0,0.01
558.0,Renai 0 Kilometer,2014,Adventure,Kaga Create,0.0,0.0,0.01,0.0,0.01
559.0,Monobeno: Pure Smile,2014,Adventure,HuneX,0.0,0.0,0.01,0.0,0.01
560.0,Yoshiwara Higanbana Kuon no Chigiri,2017,Visual Novel,Prototype,0.0,0.0,0.01,0.0,0.01
561.0,Jyuzaengi: Engetsu Sangokuden 1 + 2,2015,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01
562.0, Hanasaki Work Spring!,2017,Adventure,Entergram,0.0,0.0,0.01,0.0,0.01
563.0,Orfleurs: Koufuku no Hanataba,2017,Adventure,Dramatic Create,0.0,0.0,0.01,0.0,0.01
564.0,Moe Moe 2-ji Daisenryaku 3,2017,Misc,System Soft Alpha,0.0,0.0,0.01,0.0,0.01
565.0,Tsuihou Senkyo,2017,Adventure,Nippon Ichi Software,0.0,0.0,0.01,0.0,0.01
566.0,Eiyuu * Senki,2014,Misc,5pb,0.0,0.0,0.01,0.0,0.01
567.0,Yuukyuu no Tierblade: Fragments of Memory,2017,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01
568.0,Fushigi no Chronicle: Furikaerimasen Katsu Madewa,2015,Action,Screenlife,0.0,0.0,0.01,0.0,0.01
569.0,Timepiece Ensemble,2017,Adventure,Entergram,0.0,0.0,0.01,0.0,0.01
570.0,Nanairo Reincarnation,2015,Action,Silky`s,0.0,0.0,0.01,0.0,0.01
571.0,Moujuutsukai to Oujisama: Flower & Snow,2015,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01
572.0,Heiligenstadt no Uta,2017,Adventure,Nippon Cultural Broadcasting eXtend,0.0,0.0,0.01,0.0,0.01
573.0,Oretachi ni Tsubasa wa Nai,2014,Misc,5pb,0.0,0.0,0.01,0.0,0.01
574.0,Invizimals: The Resistance,2014,Simulation,Sony Computer Entertainment,0.0,0.0,0.0,0.0,0.01
575.0,Re: Vice[d],N/A,Adventure,,0.0,0.0,0.01,0.0,0.01
576.0,Moujuu-Tachi to Ohimesama: In Blossom,2017,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01
577.0, Iwaihime: Matsuri,2017,Adventure,Nippon Ichi Software,0.0,0.0,0.01,0.0,0.01
578.0,Vamwolf Cross,2015,Action,D3Publisher,0.0,0.0,0.01,0.0,0.01
579.0,Tokyo Onmyouji: Tengen Jibashi - Rei no Baai - V Edition,2015,Action,Dramatic Create,0.0,0.0,0.01,0.0,0.01
580.0,Oretachi no Sekai wa Shimatteiru,2017,Adventure,RED Entertainment,0.0,0.0,0.01,0.0,0.01
581.0,Island,2017,Adventure,Prototype,0.0,0.0,0.01,0.0,0.01
582.0,Ima Sugu Oniichan ni Imoto da tte Iitai!,2014,Misc,Piacci,0.0,0.0,0.01,0.0,0.01
583.0, Amaekata wa Kanojo Nari ni.,2017,Visual Novel,Entergram,0.0,0.0,0.01,0.0,0.01
584.0,Flowers: Natsu-hen,2015,Action,Prototype,0.0,0.0,0.01,0.0,0.01
585.0,KLAP!! Kind Love And Punish: Fun Party,2017,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01
586.0,Steam Prison: Nanatsu no Bitoku,2017,Adventure,Dramatic Create,0.0,0.0,0.01,0.0,0.01
587.0, Tokeijikake no Ley Line: Kagerou ni Samayou Majo,2017,Adventure,Dramatic Create,0.0,0.0,0.01,0.0,0.01
588.0,Rear Pheles: Red of Another,2015,Action,Unknown,0.0,0.0,0.01,0.0,0.01
589.0,Tokyo Yamanote Boys for V: Main Disc,2017,Adventure,Rejet,0.0,0.0,0.01,0.0,0.01
590.0,Nekketsu Inou Bukatsu: Trigger Kiss,2014,Adventure,Idea Factory,0.0,0.0,0.0,0.0,0.0
591.0,Desire: Remaster Version,2017,Adventure,El Dia,0.0,0.0,0.0,0.0,0.0
592.0,Dynamic Chord feat. Kyohso: V Edition,2017,Adventure,honeybee,0.0,0.0,0.0,0.0,0.0
593.0,Owaru Sekai to Birthday,2017,Adventure,Entergram,0.0,0.0,0.0,0.0,0.0
594.0,Canimal Triple,2014,Misc,Warner Bros. Interactive Entertainment,0.0,0.0,0.0,0.0,0.0
595.0,Teslagrad,2015,Platform,Rain Games,0.0,0.0,0.0,0.0,0.0
596.0, Chain Chronicle,2014,Misc,Sega,0.0,0.0,0.0,0.0,0.0
597.0,Professional Farmer 2016,2015,Action,Namco Bandai Games,0.0,0.0,0.0,0.0,0.0
598.0,Handball 16,2015,Sports,Bigben Interactive,0.0,0.0,0.0,0.0,0.0
599.0,Crank In,2017,Adventure,Petit Reve,0.0,0.0,0.0,0.0,0.0
600.0,Sengoku Hime 4: Souha Hyakkei Hanamamoru Chikai,2014,Adventure,SystemSoft Alpha,0.0,0.0,0.0,0.0,0.0
601.0,Shinsouban Mahou Tsukai no Goshujinsama,2015,Action,Quinrose,0.0,0.0,0.0,0.0,0.0
602.0,Muppets Movie Adventures,2014,Action,Sony Computer Entertainment,0.0,0.0,0.0,0.0,0.0
603.0,Danganronpa 1o2 Reload,2017,Adventure,Screenlife,0.0,0.0,0.0,0.0,0.0
604.0,Liberation Maiden SIN,2014,Visual Novel,5pb,0.0,0.0,0.0,0.0,0.0
605.0,Durarara!! 3way Standoff: Alley,2014,Misc,Kadokawa Shoten,0.0,0.0,0.0,0.0,0.0
606.0,Starry Sky: Summer Stories,2017,Adventure,honeybee,0.0,0.0,0.0,0.0,0.0
607.0,The Amazing Spider-Man (Console Version),2013,Action-Adventure,Activision,0.0,0.0,0.0,0.0,0.0
608.0,WRC 4: FIA World Rally Championship,2013,Action,Bigben Interactive,0.0,0.0,0.0,0.0,0.0
609.0,Superbeat: Xonic,2015,Misc,PM Studios,0.0,0.0,0.0,0.0,0.0
610.0,Tetris Ultimate ,2014,Puzzle,Ubisoft,0.0,0.0,0.0,0.0,0.0
611.0,Zettai Meikyuu: Himitsu no Oya Yubi Hime,2015,Action,Views,0.0,0.0,0.0,0.0,0.0
612.0,Natsumegu,2015,Action,Unknown,0.0,0.0,0.0,0.0,0.0
613.0,Ratchet & Clank: Full Frontal Assault,2012,Action,Sony Computer Entertainment,0.0,0.0,0.0,0.0,0.0
614.0,Super Monkey Ball: Banana Splitz,2012,Misc,Sega,0.0,0.0,0.0,0.0,0.0
615.0,Shinsouhan Heart no Kuni no Alice: Wonderful Wonder World,2015,Action,Quinrose,0.0,0.0,0.0,0.0,0.0
616.0,Jak & Daxter Collection,2012,Action,Sony Computer Entertainment,0.0,0.0,0.0,0.0,0.0
617.0,Velocity 2X,2014,Action,Futurlab 1,0.0,0.0,0.0,0.0,0.0
618.0,Zero Time Dilemma,2016,Action,Screenlife,0.0,0.0,0.0,0.0,0.0
619.0,Zero Escape: Virtue's Last Reward,2012,Misc,Rising Star Games,0.0,0.0,0.0,0.0,0.0
620.0,Age of Zombies,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
621.0,Angry Birds,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
622.0,AR Combat DiGiQ,2011,Action,Konami,0.0,0.0,0.0,0.0,0.0
623.0,Battlefied 2,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
624.0,Bee Tap Extreme,2014,Action,Milestone S.r.l,0.0,0.0,0.0,0.0,0.0
625.0,Bioshock Vita,N/A,Shooter,,0.0,0.0,0.0,0.0,0.0
626.0,Browser San Goku Shi: Touch Battle,N/A,Strategy,,0.0,0.0,0.0,0.0,0.0
627.0,Castle of Illusion Starring Mickey Mouse,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
628.0,Cel Damage,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
629.0,Dark Quest,2011,Role-Playing,Ubisoft,0.0,0.0,0.0,0.0,0.0
630.0,Disgaea 3: Absence of Justice,2011,Misc,NIS America,0.0,0.0,0.0,0.0,0.0
631.0,DJ Max Technika,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
632.0,DJ Max Technika Portable,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
633.0,Donut Yum!,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
634.0,Draw Slasher: Prologue,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
635.0,Dream Club Zero,2011,Simulation,D3 Publisher,0.0,0.0,0.0,0.0,0.0
636.0,Dungeon Defenders,N/A,Role-Playing,,0.0,0.0,0.0,0.0,0.0
637.0,DUST 514,N/A,Shooter,,0.0,0.0,0.0,0.0,0.0
638.0,Dynasty Warriors ,N/A,Action,,0.0,0.0,0.0,0.0,0.0
639.0,Endless Apples,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
640.0,Escape Plan,2012,Puzzle,Sony Computer Entertainment,0.0,0.0,0.0,0.0,0.0
641.0,Hot Shots Golf,2011,Misc,Sony Computer Entertainment,0.0,0.0,0.0,0.0,0.0
642.0,Fez,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
643.0,Fish On,N/A,Sports,,0.0,0.0,0.0,0.0,0.0
644.0,FreeCell FULL GAME,2013,Misc,Namco Bandai Games,0.0,0.0,0.0,0.0,0.0
645.0,Frozen Synapse,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
646.0,Fruit Ninja,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
647.0,Future Combat - Patriots at War,2013,Misc,Namco Bandai Games,0.0,0.0,0.0,0.0,0.0
648.0,Ginsei Igo,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
649.0,Ginsei Shogi: Fuuun Ryuuko Raiden,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
650.0,Grand Theft Auto: London 1969,2014,Misc,TGL,0.0,0.0,0.0,0.0,0.0
651.0,Grand Theft Auto: The Trilogy,2014,Misc,Kadokawa Games,0.0,0.0,0.0,0.0,0.0
652.0,Guardian Knight,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
653.0,Gyokugen Dasshutsu Adv: Zennin Shiboudes,N/A,Adventure,,0.0,0.0,0.0,0.0,0.0
654.0,Hello Kitty to Issho: Block Crash V,N/A,Action,,0.0,0.0,0.0,0.0,0.0
655.0,Hustle Kings,2012,Sports,Sony Computer Entertainment,0.0,0.0,0.0,0.0,0.0
656.0,Jetpack Joyride,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
657.0,Jonah Lomu Rugby Challenge,N/A,Sports,Home Entertainment Suppliers,0.0,0.0,0.0,0.0,0.0
658.0,Jumpin',N/A,Action,,0.0,0.0,0.0,0.0,0.0
659.0,Kimi wo Aogi Otome wa Hime ni,2016,Misc,Entergram,0.0,0.0,0.0,0.0,0.0
660.0,King's Quest I: Quest for the Crown (VGA Version),N/A,Misc,,0.0,0.0,0.0,0.0,0.0
661.0,Kyoukugen Dasshutsu ADV: Zennin Shiboudesu,N/A,Adventure,,0.0,0.0,0.0,0.0,0.0
662.0,Ladybug Puzzle,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
663.0,LIMBO,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
664.0,Mad Blocker Adventure,N/A,Puzzle,,0.0,0.0,0.0,0.0,0.0
665.0,Mahjong Fight Club: Shinsei Zenkoku Taisen Han,2011,Misc,Konami,0.0,0.0,0.0,0.0,0.0
666.0,Malicious,N/A,Action,,0.0,0.0,0.0,0.0,0.0
667.0,Maniac Mansion: Day of the Tentacle,N/A,Adventure,,0.0,0.0,0.0,0.0,0.0
668.0,Maplus Portable Navi 4,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
669.0,Marvel Pinball,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
670.0,Mega Man X4,N/A,Action,,0.0,0.0,0.0,0.0,0.0
671.0,Mega Man X5,N/A,Platform,,0.0,0.0,0.0,0.0,0.0
672.0,Metal Gear Solid 3: Snake Eater,2012,Misc,Konami Digital Entertainment,0.0,0.0,0.0,0.0,0.0
673.0,Metal Slug 3,2015,Shooter,SNK Playmore,0.0,0.0,0.0,0.0,0.0
674.0,Monster Daihyakka,N/A,Role-Playing,,0.0,0.0,0.0,0.0,0.0
675.0,Monster Hunter Freedom 2,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
676.0,Monster Trucks / Quad Desert Fury Double Value!,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
677.0,Mr. Ink Jet,N/A,Action,,0.0,0.0,0.0,0.0,0.0
678.0,Mutant Mudds,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
679.0,NAX Music Player,2011,Misc,Arc System Works,0.0,0.0,0.0,0.0,0.0
680.0,Next Education: Eibunpou,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
681.0,Next Education: Gyouseishoshi,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
682.0,Nikoli no Sudoku: Kanzenhan,N/A,Puzzle,,0.0,0.0,0.0,0.0,0.0
683.0,Oddworld: Abe's Exoddus,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
684.0,Oddworld: Munch's Oddysee,N/A,Platform,,0.0,0.0,0.0,0.0,0.0
685.0,Oddworld: Stranger's Wrath,N/A,Platform,,0.0,0.0,0.0,0.0,0.0
686.0,Order Up!!,2020,Action,Ignition Entertainment,0.0,0.0,0.0,0.0,0.0
687.0,Pencil Doodle,2014,Misc,Sony Computer Entertainment Europe,0.0,0.0,0.0,0.0,0.0
688.0,Plants vs. Zombies,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
689.0,ProBaseball:Unlimited,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
690.0,Project N.O.E.L.S.,2011,Misc,Arc System Works,0.0,0.0,0.0,0.0,0.0
691.0,Queen's Crown,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
692.0,Retro City Rampage,2012,Misc,Vblank Entertainment Inc.,0.0,0.0,0.0,0.0,0.0
693.0,Rugby Challenge,N/A,Sports,,0.0,0.0,0.0,0.0,0.0
694.0,Ruin,N/A,Role-Playing,,0.0,0.0,0.0,0.0,0.0
695.0,Sacred 3,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
696.0,Sawari Makuru!,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
697.0,Shirotsuku,N/A,Strategy,,0.0,0.0,0.0,0.0,0.0
698.0,Sound Shapes,N/A,Misc,Sony Computer Entertainment,0.0,0.0,0.0,0.0,0.0
699.0,Spelunky,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
700.0,Star Strike,N/A,Action,,0.0,0.0,0.0,0.0,0.0
701.0,Super Stardust Delta,2012,Action,Sony Computer Entertainment,0.0,0.0,0.0,0.0,0.0
702.0,The Rainbow Colored Deer Games,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
703.0,Top Darts,2012,Sports,Sony Computer Entertainment,0.0,0.0,0.0,0.0,0.0
704.0,Voltron,N/A,Action,THQ,0.0,0.0,0.0,0.0,0.0
705.0,Wargame,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
706.0,Werewolves vs Vampires,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
707.0,Yuusha no Kiroku,N/A,Strategy,Sony Computer Entertainment,0.0,0.0,0.0,0.0,0.0
708.0,Zone of the enders HD collection,2012,Simulation,Unknown,0.0,0.0,0.0,0.0,0.0
709.0,Skullgirls,N/A,Fighting,,0.0,0.0,0.0,0.0,0.0
710.0,Dead Nation,2020,Misc,Sony Computer Entertainment,0.0,0.0,0.0,0.0,0.0
711.0,flower,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
712.0,PixelJunk Monsters,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
713.0,PixelJunk Shooter,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
714.0,PixelJunk Shooter 2,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
715.0,Rainbow Moon,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
716.0,A-Men,2012,Misc,Bloober Team,0.0,0.0,0.0,0.0,0.0
717.0,Tales From Space: Mutant Blobs Attack,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
718.0,Moe Moe Daisensou * Gendaiban++,2012,Misc,SystemSoft,0.0,0.0,0.0,0.0,0.0
719.0,The Binding of Isaac,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
720.0,Slotter Mania V: Black Lagoon,2012,Misc,Dorart,0.0,0.0,0.0,0.0,0.0
721.0,Plants vs. Zombies,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
722.0,Toeic Test: Jissen Tokkun,2012,Misc,Media5,0.0,0.0,0.0,0.0,0.0
723.0,@field,2012,Misc,Sonic Powered,0.0,0.0,0.0,0.0,0.0
724.0,Let's Try Bass Fishing: FISH ON NEXT,2012,Misc,Kadokawa Shoten,0.0,0.0,0.0,0.0,0.0
725.0,Sengoku Hime 3: Tenka o Kirisaku Hikari to Kage,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
726.0,Madden NFL 13,2012,Misc,EA Sports,0.0,0.0,0.0,0.0,0.0
727.0,Nikoli no Sudoku V: Shugyoku no 12 Puzzle,2012,Misc,Hamster Corporation,0.0,0.0,0.0,0.0,0.0
728.0,NBA 2K13,2012,Misc,2K Sports,0.0,0.0,0.0,0.0,0.0
729.0,Picotto Knights,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
730.0,Oddworld: Abe's Oddysee New N' Tasty!,N/A,Platform,,0.0,0.0,0.0,0.0,0.0
731.0,Broken Age,2015,Adventure,Nordic Games,0.0,0.0,0.0,0.0,0.0
732.0,Two Brothers,N/A,Role-Playing,,0.0,0.0,0.0,0.0,0.0
733.0,Phantom Breaker: Battle Grounds,N/A,Fighting,,0.0,0.0,0.0,0.0,0.0
734.0,Thomas Was Alone,2013,Misc,DECK13 Interactive GmbH,0.0,0.0,0.0,0.0,0.0
735.0,Germinator,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
736.0,Hotline Miami,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
737.0,Urban Trial Freestyle,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
738.0,The Unfinished Swan,N/A,Adventure,,0.0,0.0,0.0,0.0,0.0
739.0,Don't Starve,N/A,Adventure,,0.0,0.0,0.0,0.0,0.0
740.0,Nun Attack,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
741.0,The Swapper,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
742.0,Contrast,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
743.0,Guacamelee!,2013,Misc,DrinkBox Studios,0.0,0.0,0.0,0.0,0.0
744.0,Shovel Knight,N/A,Platform,,0.0,0.0,0.0,0.0,0.0
745.0,Zen Pinball 2,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
746.0,Dragon Fantasy Book I,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
747.0,Hohokum,2014,Misc,Sony Computer Entertainment,0.0,0.0,0.0,0.0,0.0
748.0,CounterSpy,2014,Action,Sony Computer Entertainment,0.0,0.0,0.0,0.0,0.0
749.0,Jacob Jones and the Bigfoot Mystery,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
750.0,Men's Room Mayhem,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
751.0,Quell Memento,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
752.0,The Banner Saga,N/A,Role-Playing,,0.0,0.0,0.0,0.0,0.0
753.0,BADLAND,N/A,Action,,0.0,0.0,0.0,0.0,0.0
754.0,Star Wars Pinball,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
755.0,Real Boxing,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
756.0,Smart As...,2012,Misc,Sony Computer Entertainment Europe,0.0,0.0,0.0,0.0,0.0
757.0,Hungry Giraffe,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
758.0,Frobisher Says!,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
759.0,Ecolibrium,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
760.0,Velocity (2012),N/A,Misc,,0.0,0.0,0.0,0.0,0.0
761.0,Dragon's Dogma Quest,2020,Misc,Capcom,0.0,0.0,0.0,0.0,0.0
762.0,Sparkle 2,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
763.0,Table Top Racing,N/A,Action,,0.0,0.0,0.0,0.0,0.0
764.0,Mercenary Kings,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
765.0,Galak-Z: The Dimensional,N/A,Action,,0.0,0.0,0.0,0.0,0.0
766.0,Destiny of Spirits,2020,Misc,Unknown,0.0,0.0,0.0,0.0,0.0
767.0,The Walking Dead: 400 Days,2020,Misc,Telltale Games,0.0,0.0,0.0,0.0,0.0
768.0,KickBeat,2013,Misc,ZEN Studios,0.0,0.0,0.0,0.0,0.0
769.0,Floating Cloud God Saves the Pilgrims,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
770.0,Stick It to the Man,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
771.0,Frozen Synapse: Tactics,2013,Misc,Double Eleven Studios,0.0,0.0,0.0,0.0,0.0
772.0,LUFTRAUSERS,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
773.0,Class of Heroes II,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
774.0,Dragon Fantasy Book II,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
775.0,Aban Hawkins & the 1001 Spikes,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
776.0,Gods Eater 2,2013,Misc,Namco Bandai Games,0.0,0.0,0.0,0.0,0.0
777.0,Home - a Unique Horror Adventure,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
778.0,Soul Saga,N/A,Misc,,0.0,0.0,0.0,0.0,0.0
